dx_class	ICD10_CD	ICD10_CD_NODOT	ICD10_LDESC	IsSubsequent	IsSequela	Billable	Remission
Undetermined Injury/Poisoning	T49.2X4S	T492X4S	Poisoning by local astringents/detergents, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.3X4	T493X4	Poisoning by emollients, demulcents and protect, undet	0	0	0	0
Undetermined Injury/Poisoning	T49.3X4A	T493X4A	Poisoning by emollients, demulcents and protect, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T49.3X4D	T493X4D	Poisoning by emollients, demulcents and protect, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T49.3X4S	T493X4S	Poisn by emollients, demulcents and protect, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.4X4	T494X4	Poisoning by keratolyt/keratplst/hair trmt drug, undet	0	0	0	0
Undetermined Injury/Poisoning	T49.4X4A	T494X4A	Poisoning by keratolyt/keratplst/hair trmt drug, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T49.4X4D	T494X4D	Poisoning by keratolyt/keratplst/hair trmt drug, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T49.4X4S	T494X4S	Poisn by keratolyt/keratplst/hair trmt drug, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.5X4	T495X4	Poisoning by opth drugs and preparations, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T49.5X4A	T495X4A	Poisoning by opth drugs and preparations, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T49.5X4D	T495X4D	Poisoning by opth drugs and preparations, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T49.5X4S	T495X4S	Poisoning by opth drugs and prep, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.6X4	T496X4	Poisoning by otorhino drugs and prep, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T49.6X4A	T496X4A	Poisoning by otorhino drugs and prep, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T49.6X4D	T496X4D	Poisoning by otorhino drugs and prep, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T49.6X4S	T496X4S	Poisoning by otorhino drugs and prep, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.7X4	T497X4	Poisoning by dental drugs, topically applied, undet	0	0	0	0
Undetermined Injury/Poisoning	T49.7X4A	T497X4A	Poisoning by dental drugs, topically applied, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T49.7X4D	T497X4D	Poisoning by dental drugs, topically applied, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T49.7X4S	T497X4S	Poisoning by dental drugs, topically applied, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.8X4	T498X4	Poisoning by other topical agents, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T49.8X4A	T498X4A	Poisoning by other topical agents, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T49.8X4D	T498X4D	Poisoning by other topical agents, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T49.8X4S	T498X4S	Poisoning by other topical agents, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T49.94X	T4994X	Poisoning by unsp topical agent, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T49.94XA	T4994XA	Poisoning by unsp topical agent, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T49.94XD	T4994XD	Poisoning by unsp topical agent, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T49.94XS	T4994XS	Poisoning by unsp topical agent, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.0X4	T500X4	Poisoning by mineralocorticoids and their antag, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.0X4A	T500X4A	Poisoning by mineralocorticoids and their antag, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.0X4D	T500X4D	Poisoning by mineralocorticoids and their antag, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.0X4S	T500X4S	Poisoning by mineralocorticoids and antag, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.1X4	T501X4	Poisoning by loop diuretics, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.1X4A	T501X4A	Poisoning by loop diuretics, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T50.1X4D	T501X4D	Poisoning by loop diuretics, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.1X4S	T501X4S	Poisoning by loop diuretics, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.2X4	T502X4	Poisn by crbnc-anhydr inhibtr,benzo/oth diuretc, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.2X4A	T502X4A	Poisn by crbnc-anhydr inhibtr,benzo/oth diuretc, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.2X4D	T502X4D	Poisn by crbnc-anhydr inhibtr,benzo/oth diuretc, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.2X4S	T502X4S	Poisn by crbnc-anhydr inhibtr,benzo/oth diuretc, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T50.3X4	T503X4	Poisoning by electrolytic/caloric/wtr-bal agnt, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.3X4A	T503X4A	Poisoning by electrolytic/caloric/wtr-bal agnt, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.3X4D	T503X4D	Poisoning by electrolytic/caloric/wtr-bal agnt, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.3X4S	T503X4S	Poisn by electrolytic/caloric/wtr-bal agnt, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.4X4	T504X4	Poisoning by drugs affecting uric acid metab, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.4X4A	T504X4A	Poisoning by drugs affecting uric acid metab, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.4X4D	T504X4D	Poisoning by drugs affecting uric acid metab, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.4X4S	T504X4S	Poisoning by drugs affecting uric acid metab, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.5X4	T505X4	Poisoning by appetite depressants, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.5X4A	T505X4A	Poisoning by appetite depressants, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T50.5X4D	T505X4D	Poisoning by appetite depressants, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.5X4S	T505X4S	Poisoning by appetite depressants, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.6X4	T506X4	Poisoning by antidotes and chelating agents, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.6X4A	T506X4A	Poisoning by antidotes and chelating agents, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.6X4D	T506X4D	Poisoning by antidotes and chelating agents, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.6X4S	T506X4S	Poisoning by antidotes and chelating agents, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.7X4	T507X4	Poisn by analeptics and opioid receptor antag, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.7X4A	T507X4A	Poisn by analeptics and opioid receptor antag, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.7X4D	T507X4D	Poisn by analeptics and opioid receptor antag, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.7X4S	T507X4S	Poisn by analeptics and opioid receptor antag, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T50.8X4	T508X4	Poisoning by diagnostic agents, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.8X4A	T508X4A	Poisoning by diagnostic agents, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T50.8X4D	T508X4D	Poisoning by diagnostic agents, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.8X4S	T508X4S	Poisoning by diagnostic agents, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.904	T50904	Poisoning by unsp drug/meds/biol subst, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.904A	T50904A	Poisoning by unsp drug/meds/biol subst, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T50.904D	T50904D	Poisoning by unsp drug/meds/biol subst, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.904S	T50904S	Poisoning by unsp drug/meds/biol subst, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.994	T50994	Poisoning by oth drug/meds/biol subst, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.994A	T50994A	Poisoning by oth drug/meds/biol subst, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T50.994D	T50994D	Poisoning by oth drug/meds/biol subst, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.994S	T50994S	Poisoning by oth drug/meds/biol subst, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.A14	T50A14	Poisn by pertuss vaccine, inc combin w pertuss, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.A14A	T50A14A	Poisn by pertuss vaccine, inc combin w pertuss, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.A14D	T50A14D	Poisn by pertuss vaccine, inc combin w pertuss, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.A14S	T50A14S	Poisn by pertuss vaccine, inc combin w pertuss, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T50.A24	T50A24	Poisoning by mixed bact vaccines w/o a pertuss, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.A24A	T50A24A	Poisoning by mixed bact vaccines w/o a pertuss, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.A24D	T50A24D	Poisoning by mixed bact vaccines w/o a pertuss, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.A24S	T50A24S	Poisn by mixed bact vaccines w/o a pertuss, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.A94	T50A94	Poisoning by oth bacterial vaccines, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.A94A	T50A94A	Poisoning by oth bacterial vaccines, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T50.A94D	T50A94D	Poisoning by oth bacterial vaccines, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.A94S	T50A94S	Poisoning by other bacterial vaccines, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.B14	T50B14	Poisoning by smallpox vaccines, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.B14A	T50B14A	Poisoning by smallpox vaccines, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T50.B14D	T50B14D	Poisoning by smallpox vaccines, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.B14S	T50B14S	Poisoning by smallpox vaccines, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.B94	T50B94	Poisoning by other viral vaccines, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.B94A	T50B94A	Poisoning by other viral vaccines, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T50.B94D	T50B94D	Poisoning by other viral vaccines, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.B94S	T50B94S	Poisoning by other viral vaccines, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.Z14	T50Z14	Poisoning by immunoglobulin, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T50.Z14A	T50Z14A	Poisoning by immunoglobulin, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T50.Z14D	T50Z14D	Poisoning by immunoglobulin, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T50.Z14S	T50Z14S	Poisoning by immunoglobulin, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T50.Z94	T50Z94	Poisoning by oth vaccines and biolg substances, undet	0	0	0	0
Undetermined Injury/Poisoning	T50.Z94A	T50Z94A	Poisoning by oth vaccines and biolg substances, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T50.Z94D	T50Z94D	Poisoning by oth vaccines and biolg substances, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T50.Z94S	T50Z94S	Poisoning by oth vaccines and biolg substnc, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.0X4	T510X4	Toxic effect of ethanol, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.0X4A	T510X4A	Toxic effect of ethanol, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T51.0X4D	T510X4D	Toxic effect of ethanol, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T51.0X4S	T510X4S	Toxic effect of ethanol, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.1X4	T511X4	Toxic effect of methanol, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.1X4A	T511X4A	Toxic effect of methanol, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T51.1X4D	T511X4D	Toxic effect of methanol, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T51.1X4S	T511X4S	Toxic effect of methanol, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.2X4	T512X4	Toxic effect of 2-Propanol, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.2X4A	T512X4A	Toxic effect of 2-Propanol, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T51.2X4D	T512X4D	Toxic effect of 2-Propanol, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T51.2X4S	T512X4S	Toxic effect of 2-Propanol, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.3X4	T513X4	Toxic effect of fusel oil, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.3X4A	T513X4A	Toxic effect of fusel oil, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T51.3X4D	T513X4D	Toxic effect of fusel oil, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T51.3X4S	T513X4S	Toxic effect of fusel oil, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.8X4	T518X4	Toxic effect of other alcohols, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.8X4A	T518X4A	Toxic effect of other alcohols, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T51.8X4D	T518X4D	Toxic effect of other alcohols, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T51.8X4S	T518X4S	Toxic effect of other alcohols, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T51.94X	T5194X	Toxic effect of unsp alcohol, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T51.94XA	T5194XA	Toxic effect of unsp alcohol, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T51.94XD	T5194XD	Toxic effect of unsp alcohol, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T51.94XS	T5194XS	Toxic effect of unspecified alcohol, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.0X4	T520X4	Toxic effect of petroleum products, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.0X4A	T520X4A	Toxic effect of petroleum products, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T52.0X4D	T520X4D	Toxic effect of petroleum products, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T52.0X4S	T520X4S	Toxic effect of petroleum products, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.1X4	T521X4	Toxic effect of benzene, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.1X4A	T521X4A	Toxic effect of benzene, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T52.1X4D	T521X4D	Toxic effect of benzene, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T52.1X4S	T521X4S	Toxic effect of benzene, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.2X4	T522X4	Toxic effect of homologues of benzene, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.2X4A	T522X4A	Toxic effect of homologues of benzene, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T52.2X4D	T522X4D	Toxic effect of homologues of benzene, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T52.2X4S	T522X4S	Toxic effect of homologues of benzene, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.3X4	T523X4	Toxic effect of glycols, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.3X4A	T523X4A	Toxic effect of glycols, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T52.3X4D	T523X4D	Toxic effect of glycols, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T52.3X4S	T523X4S	Toxic effect of glycols, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.4X4	T524X4	Toxic effect of ketones, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.4X4A	T524X4A	Toxic effect of ketones, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T52.4X4D	T524X4D	Toxic effect of ketones, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T52.4X4S	T524X4S	Toxic effect of ketones, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.8X4	T528X4	Toxic effect of oth organic solvents, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.8X4A	T528X4A	Toxic effect of oth organic solvents, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T52.8X4D	T528X4D	Toxic effect of oth organic solvents, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T52.8X4S	T528X4S	Toxic effect of oth organic solvents, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T52.94X	T5294X	Toxic effect of unsp organic solvent, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T52.94XA	T5294XA	Toxic effect of unsp organic solvent, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T52.94XD	T5294XD	Toxic effect of unsp organic solvent, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T52.94XS	T5294XS	Toxic effect of unsp organic solvent, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.0X4	T530X4	Toxic effect of carbon tetrachloride, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.0X4A	T530X4A	Toxic effect of carbon tetrachloride, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T53.0X4D	T530X4D	Toxic effect of carbon tetrachloride, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.0X4S	T530X4S	Toxic effect of carbon tetrachloride, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.1X4	T531X4	Toxic effect of chloroform, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.1X4A	T531X4A	Toxic effect of chloroform, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T53.1X4D	T531X4D	Toxic effect of chloroform, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T53.1X4S	T531X4S	Toxic effect of chloroform, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.2X4	T532X4	Toxic effect of trichloroethylene, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.2X4A	T532X4A	Toxic effect of trichloroethylene, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T53.2X4D	T532X4D	Toxic effect of trichloroethylene, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T53.2X4S	T532X4S	Toxic effect of trichloroethylene, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.3X4	T533X4	Toxic effect of tetrachloroethylene, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.3X4A	T533X4A	Toxic effect of tetrachloroethylene, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T53.3X4D	T533X4D	Toxic effect of tetrachloroethylene, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.3X4S	T533X4S	Toxic effect of tetrachloroethylene, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.4X4	T534X4	Toxic effect of dichloromethane, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.4X4A	T534X4A	Toxic effect of dichloromethane, undetermined, init encntr	0	0	1	0
Undetermined Injury/Poisoning	T53.4X4D	T534X4D	Toxic effect of dichloromethane, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T53.4X4S	T534X4S	Toxic effect of dichloromethane, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.5X4	T535X4	Toxic effect of chlorofluorocarbons, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T53.5X4A	T535X4A	Toxic effect of chlorofluorocarbons, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T53.5X4D	T535X4D	Toxic effect of chlorofluorocarbons, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.5X4S	T535X4S	Toxic effect of chlorofluorocarbons, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T53.6X4	T536X4	Toxic eff of halgn deriv of aliphatic hydrocrb, undet	0	0	0	0
Undetermined Injury/Poisoning	T53.6X4A	T536X4A	Toxic eff of halgn deriv of aliphatic hydrocrb, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T53.6X4D	T536X4D	Toxic eff of halgn deriv of aliphatic hydrocrb, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.6X4S	T536X4S	Toxic eff of halgn deriv of aliphatic hydrocrb, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T53.7X4	T537X4	Toxic eff of halgn deriv of aromatic hydrocrb, undet	0	0	0	0
Undetermined Injury/Poisoning	T53.7X4A	T537X4A	Toxic eff of halgn deriv of aromatic hydrocrb, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T53.7X4D	T537X4D	Toxic eff of halgn deriv of aromatic hydrocrb, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.7X4S	T537X4S	Toxic eff of halgn deriv of aromatic hydrocrb, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T53.94X	T5394X	Tox eff of unsp halgn deriv of aromat hydrocrb, undet	0	0	0	0
Undetermined Injury/Poisoning	T53.94XA	T5394XA	Tox eff of unsp halgn deriv of aromat hydrocrb, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T53.94XD	T5394XD	Tox eff of unsp halgn deriv of aromat hydrocrb, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T53.94XS	T5394XS	Tox eff of unsp halgn deriv of aromat hydrocrb, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T54.0X4	T540X4	Toxic effect of phenol and phenol homologues, undet	0	0	0	0
Undetermined Injury/Poisoning	T54.0X4A	T540X4A	Toxic effect of phenol and phenol homologues, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T54.0X4D	T540X4D	Toxic effect of phenol and phenol homologues, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T54.0X4S	T540X4S	Toxic effect of phenol and phenol homologues, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T54.1X4	T541X4	Toxic effect of corrosive organic compounds, undet	0	0	0	0
Undetermined Injury/Poisoning	T54.1X4A	T541X4A	Toxic effect of corrosive organic compounds, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T54.1X4D	T541X4D	Toxic effect of corrosive organic compounds, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T54.1X4S	T541X4S	Toxic effect of corrosive organic compounds, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T54.2X4	T542X4	Tox eff of corrosv acids and acid-like substnc, undet	0	0	0	0
Undetermined Injury/Poisoning	T54.2X4A	T542X4A	Tox eff of corrosv acids and acid-like substnc, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T54.2X4D	T542X4D	Tox eff of corrosv acids and acid-like substnc, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T54.2X4S	T542X4S	Tox eff of corrosv acids and acid-like substnc, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T54.3X4	T543X4	Tox eff of corrosv alkalis and alk-like substnc, undet	0	0	0	0
Undetermined Injury/Poisoning	T54.3X4A	T543X4A	Tox eff of corrosv alkalis and alk-like substnc, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T54.3X4D	T543X4D	Tox eff of corrosv alkalis and alk-like substnc, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T54.3X4S	T543X4S	Tox eff of corrosv alkalis and alk-like substnc, undet, sqla	0	1	1	0
Undetermined Injury/Poisoning	T54.94X	T5494X	Toxic effect of unsp corrosive substance, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T54.94XA	T5494XA	Toxic effect of unsp corrosive substance, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T54.94XD	T5494XD	Toxic effect of unsp corrosive substance, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T54.94XS	T5494XS	Toxic effect of unsp corrosive substance, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T55.0X4	T550X4	Toxic effect of soaps, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T55.0X4A	T550X4A	Toxic effect of soaps, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T55.0X4D	T550X4D	Toxic effect of soaps, undetermined, subsequent encounter	1	0	1	0
Undetermined Injury/Poisoning	T55.0X4S	T550X4S	Toxic effect of soaps, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T55.1X4	T551X4	Toxic effect of detergents, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T55.1X4A	T551X4A	Toxic effect of detergents, undetermined, initial encounter	0	0	1	0
Undetermined Injury/Poisoning	T55.1X4D	T551X4D	Toxic effect of detergents, undetermined, subs encntr	1	0	1	0
Undetermined Injury/Poisoning	T55.1X4S	T551X4S	Toxic effect of detergents, undetermined, sequela	0	1	1	0
Undetermined Injury/Poisoning	T56.0X4	T560X4	Toxic effect of lead and its compounds, undetermined	0	0	0	0
Undetermined Injury/Poisoning	T56.0X4A	T560X4A	Toxic effect of lead and its compounds, undetermined, init	0	0	1	0
Undetermined Injury/Poisoning	T56.0X4D	T560X4D	Toxic effect of lead and its compounds, undetermined, subs	1	0	1	0
Undetermined Injury/Poisoning	T56.0X4S	T560X4S	Toxic effect of lead and its compounds, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T56.1X4	T561X4	Toxic effect of mercury and its compounds, undet	0	0	0	0
Undetermined Injury/Poisoning	T56.1X4A	T561X4A	Toxic effect of mercury and its compounds, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T56.1X4D	T561X4D	Toxic effect of mercury and its compounds, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T56.1X4S	T561X4S	Toxic effect of mercury and its compounds, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T56.2X4	T562X4	Toxic effect of chromium and its compounds, undet	0	0	0	0
Undetermined Injury/Poisoning	T56.2X4A	T562X4A	Toxic effect of chromium and its compounds, undet, init	0	0	1	0
Undetermined Injury/Poisoning	T56.2X4D	T562X4D	Toxic effect of chromium and its compounds, undet, subs	1	0	1	0
Undetermined Injury/Poisoning	T56.2X4S	T562X4S	Toxic effect of chromium and its compounds, undet, sequela	0	1	1	0
Undetermined Injury/Poisoning	T56.3X4	T563X4	Toxic effect of cadmium and its compounds, undet	0	0	0	0
Undetermined Injury/Poisoning	T56.3X4A	T563X4A	Toxic effect of cadmium and its compounds, undet, init	0	0	1	0
