Obs,CODE,CATEGORY,DESC,REV,CMS06,CMS07,CMS08,CMS09,CMS10,CMS11,CMS12,CMS13,CMS14,CMS15,CMS16,CMS17,CMS18,CMS19,CMS20,CMS21,CMS22,CMS23,CMS24,CMS25
1261,Y37440D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1262,Y37440S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1263,Y37441A,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1264,Y37441D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1265,Y37441S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNARMED HAND TO HAND COMBAT, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1266,Y37450A,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1267,Y37450D,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1268,Y37450S,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1269,Y37451A,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1270,Y37451D,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1271,Y37451S,Exposure to violence,"MILITARY OPERATIONS INVOLVING COMBAT USING BLUNT OR PIERCING OBJECT, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1272,Y37460A,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1273,Y37460D,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1274,Y37460S,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1275,Y37461A,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1276,Y37461D,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1277,Y37461S,Exposure to violence,"MILITARY OPERATIONS INVOLVING INTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1278,Y37470A,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1279,Y37470D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1280,Y37470S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1281,Y37471A,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1282,Y37471D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1283,Y37471S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNINTENTIONAL RESTRICTION OF AIR AND AIRWAY, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1284,Y37490A,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1285,Y37490D,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1286,Y37490S,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1287,Y37491A,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1288,Y37491D,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1289,Y37491S,Exposure to violence,"MILITARY OPERATIONS INVOLVING OTHER FORMS OF CONVENTIONAL WARFARE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1290,Y37500A,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1291,Y37500D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1292,Y37500S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1293,Y37501A,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1294,Y37501D,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1295,Y37501S,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1296,Y37510A,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1297,Y37510D,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1298,Y37510S,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1299,Y37511A,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1300,Y37511D,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1301,Y37511S,Exposure to violence,"MILITARY OPERATIONS INVOLVING DIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1302,Y37520A,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1303,Y37520D,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1304,Y37520S,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1305,Y37521A,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1306,Y37521D,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1307,Y37521S,Exposure to violence,"MILITARY OPERATIONS INVOLVING INDIRECT BLAST EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1308,Y37530A,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1309,Y37530D,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1310,Y37530S,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1311,Y37531A,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1312,Y37531D,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1313,Y37531S,Exposure to violence,"MILITARY OPERATIONS INVOLVING THERMAL RADIATION EFFECT OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1314,Y37540A,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1315,Y37540D,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1316,Y37540S,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1317,Y37541A,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1318,Y37541D,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1319,Y37541S,Exposure to violence,"MILITARY OPERATION INVOLVING NUCLEAR RADIATION EFFECTS OF NUCLEAR WEAPON, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1320,Y37590A,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1321,Y37590D,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1322,Y37590S,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1323,Y37591A,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1324,Y37591D,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1325,Y37591S,Exposure to violence,"MILITARY OPERATION INVOLVING OTHER EFFECTS OF NUCLEAR WEAPONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1326,Y376X0A,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1327,Y376X0D,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1328,Y376X0S,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1329,Y376X1A,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1330,Y376X1D,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1331,Y376X1S,Exposure to violence,"MILITARY OPERATIONS INVOLVING BIOLOGICAL WEAPONS, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1332,Y377X0A,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1333,Y377X0D,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1334,Y377X0S,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, MILITARY PERSONNEL, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1335,Y377X1A,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1336,Y377X1D,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1337,Y377X1S,Exposure to violence,"MILITARY OPERATIONS INVOLVING CHEMICAL WEAPONS AND OTHER FORMS OF UNCONVENTIONAL WARFARE, CIVILIAN, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1338,Y3790XA,Exposure to violence,"MILITARY OPERATIONS, UNSPECIFIED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1339,Y3790XD,Exposure to violence,"MILITARY OPERATIONS, UNSPECIFIED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1340,Y3790XS,Exposure to violence,"MILITARY OPERATIONS, UNSPECIFIED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1341,Y3791XA,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1342,Y3791XD,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1343,Y3791XS,Exposure to violence,"MILITARY OPERATIONS INVOLVING UNSPECIFIED WEAPON OF MASS DESTRUCTION [WMD], SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1344,Y3792XA,Exposure to violence,"MILITARY OPERATIONS INVOLVING FRIENDLY FIRE, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1345,Y3792XD,Exposure to violence,"MILITARY OPERATIONS INVOLVING FRIENDLY FIRE, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1346,Y3792XS,Exposure to violence,"MILITARY OPERATIONS INVOLVING FRIENDLY FIRE, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1347,Y380X1A,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, PUBLIC SAFETY OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1348,Y380X1D,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, PUBLIC SAFETY OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1349,Y380X1S,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, PUBLIC SAFETY OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1350,Y380X2A,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, CIVILIAN INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1351,Y380X2D,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, CIVILIAN INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1352,Y380X2S,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, CIVILIAN INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1353,Y380X3A,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, TERRORIST INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1354,Y380X3D,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, TERRORIST INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1355,Y380X3S,Exposure to violence,"TERRORISM INVOLVING EXPLOSION OF MARINE WEAPONS, TERRORIST INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1356,Y381X1A,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, PUBLIC SAFETY OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1357,Y381X1D,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, PUBLIC SAFETY OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1358,Y381X1S,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, PUBLIC SAFETY OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1359,Y381X2A,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, CIVILIAN INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1360,Y381X2D,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, CIVILIAN INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1361,Y381X2S,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, CIVILIAN INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1362,Y381X3A,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, TERRORIST INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1363,Y381X3D,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, TERRORIST INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1364,Y381X3S,Exposure to violence,"TERRORISM INVOLVING DESTRUCTION OF AIRCRAFT, TERRORIST INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1365,Y382X1A,Exposure to violence,"TERRORISM INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, PUBLIC SAFETY OFFICIAL INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1366,Y382X1D,Exposure to violence,"TERRORISM INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, PUBLIC SAFETY OFFICIAL INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1367,Y382X1S,Exposure to violence,"TERRORISM INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, PUBLIC SAFETY OFFICIAL INJURED, SEQUELA",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1368,Y382X2A,Exposure to violence,"TERRORISM INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, CIVILIAN INJURED, INITIAL ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
1369,Y382X2D,Exposure to violence,"TERRORISM INVOLVING OTHER EXPLOSIONS AND FRAGMENTS, CIVILIAN INJURED, SUBSEQUENT ENCOUNTER",10,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1
